,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,TWD,Open000001.SS,High000001.SS,Low000001.SS,Adj Close000001.SS,Open^AORD,High^AORD,Low^AORD,Adj Close^AORD,Open^AXJO,High^AXJO,Low^AXJO,Adj Close^AXJO,Open^BFX,High^BFX,Low^BFX,Adj Close^BFX,Open^BSESN,High^BSESN,Low^BSESN,Adj Close^BSESN,Open^BVSP,High^BVSP,Low^BVSP,Adj Close^BVSP,Open^DJI,High^DJI,Low^DJI,Adj Close^DJI,Open^FCHI,High^FCHI,Low^FCHI,Adj Close^FCHI,Open^GDAXI,High^GDAXI,Low^GDAXI,Adj Close^GDAXI,Open^GSPC,High^GSPC,Low^GSPC,Adj Close^GSPC,Open^GSPTSE,High^GSPTSE,Low^GSPTSE,Adj Close^GSPTSE,Open^HSI,High^HSI,Low^HSI,Adj Close^HSI,Open^IPSA,High^IPSA,Low^IPSA,Adj Close^IPSA,Open^IXIC,High^IXIC,Low^IXIC,Adj Close^IXIC,Open^JKSE,High^JKSE,Low^JKSE,Adj Close^JKSE,Open^KS11,High^KS11,Low^KS11,Adj Close^KS11,Open^MERV,High^MERV,Low^MERV,Adj Close^MERV,Open^MXX,High^MXX,Low^MXX,Adj Close^MXX,Open^N100,High^N100,Low^N100,Adj Close^N100,Open^NYA,High^NYA,Low^NYA,Adj Close^NYA,Open^RUT,High^RUT,Low^RUT,Adj Close^RUT,Open^TWII,High^TWII,Low^TWII,Adj Close^TWII,Open^VIX,High^VIX,Low^VIX,Adj Close^VIX,Open^XAX,High^XAX,Low^XAX,Adj Close^XAX,Open,High,Low,Volume,Adj Close,answer
Low^AXJO,0.04989665911899978,0.046067999318991915,0.05518366060441085,0.09012206341762381,0.03019579997595889,0.06741740355165715,0.05401246513147359,0.05603388714619104,0.10319019159994357,0.09616217792840032,0.09080435395631697,0.048936808901513744,0.033235191480100096,0.049542224981863975,0.052382202818962366,0.06737087555476685,0.04797763245681354,0.0755951736236929,0.08852412967704254,0.06956533167648339,0.04291556337171461,0.05191957968962597,0.04873811642782886,0.08015077506070878,0.047840193279015265,0.0655347430613159,0.06391658524463227,0.0682585806693945,0.062198015219147855,0.9631210299161111,0.9765724339013743,0.9981663284925103,0.9744434704548157,0.9631257529113346,0.9782317961264685,1.0,0.9721391180372216,0.21204669370545565,0.21184315290291897,0.228331278693763,0.19477566207824168,0.08239078812931484,0.09154771076545137,0.10528895012768955,0.10347623357161542,0.02630311004590785,0.02728580351644316,0.043870184043250826,0.01035882423218723,0.12099252163297665,0.13036288425672218,0.13728015526506543,0.08972006812633247,0.20320243894020407,0.21045731871019538,0.21195798293743048,0.17324057019533376,0.21743360805966666,0.22144134485223782,0.2293201461968122,0.19533683442814284,0.13606270485088998,0.13838636707154506,0.14202047795996386,0.09133402073076101,0.15193387125870889,0.1456028731437434,0.14261161583268325,0.12052549137351852,0.06297326943122515,0.07625672650763762,0.08821821760514836,0.08552885211532205,0.1055754853086788,0.10675827599293188,0.10745380797628758,0.09133244582085015,0.13699393502502463,0.12351803405204653,0.13706755883373944,0.08416381715434013,0.04649153332236567,0.049011693835537544,0.0767315356828615,0.06625171704915406,-0.008422739895405346,-0.008870678502943954,0.011409478649965877,0.001694610157488854,0.07186707716439829,0.0744434055992768,0.08760736666753693,0.07345322945103887,0.09728347888480396,0.10522908078410571,0.11726956536498243,0.10018979838947574,0.20834443936104693,0.2187724716871419,0.22105943749869716,0.19216704835313927,0.11008010569739526,0.13053554255957017,0.12562349606735082,0.10466353701804242,0.133249740496442,0.13147865517537108,0.14348633948705747,0.08245787184775184,0.3401415138405138,0.34128045695688497,0.35683570780331236,0.3414996875942609,-0.11162788564112516,-0.11364328415626557,-0.11960203595579265,-0.08783855851842855,0.11497326342523534,0.15044360882059327,0.044863205624291864,0.13331277935264607,0.1199895708209729,0.11794492270230943,0.12872752182162495,-0.033158611981112904,0.11725926911069753,-0.006162879298518056
Adj Close^AXJO,0.04758114361581007,0.041753879060030606,0.05184771688349766,0.08009715784280572,0.025003323345193926,0.06277927717748602,0.05066968190416892,0.051958440560596106,0.09172045685637484,0.08550771816395436,0.07995522009773351,0.045804749405108605,0.027736325908664775,0.04578418936605675,0.04976834187945799,0.05997330370682585,0.03962910780678252,0.07041290682885848,0.08293641794448725,0.06563002831242179,0.040137458313326234,0.04993390346429156,0.0463160624214705,0.07625878865965138,0.03757160148318521,0.06702216896337007,0.06719145752011618,0.07141884112297729,0.06729318190819403,0.9177975786070361,0.9670128332144442,0.971719616437992,0.9983262082165538,0.914301811021293,0.9699618938828479,0.9721391180372216,1.0,0.21687338161343103,0.22276834296892942,0.24386180870322982,0.21946416196159424,0.07083765202984468,0.09514815812353387,0.11284664830743407,0.11734133673096184,0.014355145564131255,0.03463797251626222,0.05097914363775945,0.026571308118589834,0.10431156617119805,0.13593931831225398,0.1419216106594627,0.11365222711266801,0.20780780740101812,0.2183440561998862,0.224655175054813,0.19605932823599315,0.2162465179622391,0.22439736688726475,0.23482393998510012,0.20744956714862026,0.12091730759888739,0.14412162667603778,0.14807569671088439,0.11510459502587789,0.15199698258160763,0.15379192610486517,0.1436514050017086,0.14335907987030666,0.050105346268281774,0.07494928906604391,0.08322063293280604,0.08858923451319589,0.09221410801322051,0.11403809822522198,0.11440137625856367,0.10802297776547942,0.14612255311115152,0.13662408427620257,0.15119736612338883,0.10853650160198072,0.03599540972364085,0.050385078158607696,0.0722977746723317,0.07588936461885774,-0.021139878310777196,-0.011598250467263153,0.008021053975970874,0.012968578717791099,0.06207146525397203,0.07237213279832799,0.08910447365719748,0.08301549534424986,0.08483662314643943,0.11383675575184157,0.1263695011173268,0.11929995573932424,0.21594392591076744,0.23061609207795114,0.23692510288764404,0.21334284937684747,0.1049346980634886,0.13778087672717282,0.13542193904065455,0.12786695197193787,0.12782301182030678,0.13878334994815572,0.1527303113976884,0.10639411666858406,0.32725982005888854,0.33549301514755664,0.35172665054582053,0.3456571984383334,-0.116743337961719,-0.12494724509839228,-0.13103464643336038,-0.11075340075663608,0.09887560784231743,0.15369037844093425,0.05425728101487093,0.15088227267035004,0.08938264598239726,0.10854991905891266,0.11477610828806072,-0.021605510155003577,0.12466052780473685,0.002305048201732714
Open^BFX,0.24262282127077442,0.26613827999625045,0.2607551406131356,0.35986389289359844,0.13805382311900113,0.32163489591946665,0.25945789948140763,0.29978034334429676,0.3874774469971938,0.3645932180153966,0.3509861513163876,0.2404044762795834,0.20114494551225076,0.24250052603691263,0.24525438297388724,0.2680950109806721,0.2319704645717724,0.34675665461519184,0.3606549283029204,0.2848096862460162,0.24951343166253004,0.24711650339203103,0.24529897468588083,0.40173416152864794,0.2530008354271677,0.004838951423124456,0.009615180044120831,0.016268860953536725,0.020327287588936236,0.17650977781250032,0.19006508068548947,0.2074567751965192,0.21233821353587742,0.18068195121801622,0.19628938880722102,0.21204669370545565,0.21687338161343103,1.0,0.8669744108808525,0.840554037425003,0.5931468453460123,0.33454693239911,0.3353668547117361,0.3628214337010029,0.27984345630060575,0.3779649210040347,0.3370131493759416,0.3102381393842747,0.1604275262627967,0.5589622321207214,0.4113808846089524,0.4101924924299382,0.10887741318799936,0.89697369262035,0.7580938592794595,0.7431176111290205,0.48392498303886633,0.8410944462992207,0.7536082391629637,0.763335260971392,0.5767678417182399,0.5737347862333574,0.4264600791703574,0.41034312655907657,0.11455245605671695,0.4708638248709782,0.4312803009122113,0.3703887873965281,0.18919928954640888,0.4902007182339497,0.4896597148678236,0.5164281058327773,0.4792365804587451,0.3554302710509729,0.32692400679771755,0.3062463366458167,0.22951865861802495,0.46432545387215785,0.34577416384852105,0.3524281991755033,0.09466967652142783,0.17666510924231665,0.23988118214006973,0.2649061870218988,0.25449229575857674,0.2983467505218981,0.2993217378702406,0.3425966101626198,0.30942809140422556,0.2785676007231505,0.28115733632687945,0.24354189554102404,0.16901174735427324,0.44376236584893436,0.3928809776051526,0.36734011606693073,0.20211018275333498,0.9232413408278388,0.7911767513460775,0.7771173399571857,0.5557102955416704,0.4862672257433313,0.3953430649036968,0.3906877294209537,0.14323778273972868,0.5088030614964008,0.37301206907870477,0.3664348491230652,0.08343083518629747,0.332487533637414,0.33224142791622946,0.354111206417417,0.3465738410661189,-0.35185486011760286,-0.22745210960509626,-0.2585790010202845,-0.09042104534895223,0.43316333934692985,0.37851680612350935,0.09192184903289556,0.1708582445022645,0.43085037343601107,0.4853384768321153,0.5149794874826285,-0.11090144322971876,0.5165685700101058,-0.008882789370434947
High^BFX,0.18586613871325877,0.21597407614836978,0.20243055444652594,0.2892930702385855,0.10629049172669588,0.25558419790750414,0.20166758486175818,0.23082773675187532,0.3146780301515938,0.2978933819551292,0.2740805023543301,0.18290943495150816,0.14740639227239902,0.18566551429392888,0.1882450879205934,0.19804366281371052,0.17819748542472277,0.27317604737161083,0.3019643923784944,0.21021572837110933,0.19072846677181268,0.1901349277234971,0.18803334443413344,0.3344809622218241,0.1941785301687466,-0.007409696314053719,-0.0012714956931370821,0.0024834092219194505,0.007630961913063142,0.1704932109866342,0.19640642036299197,0.2074237404410783,0.21844278723901234,0.17344048458618266,0.20095299060314176,0.21184315290291897,0.22276834296892942,0.8669744108808525,1.0,0.880469179222563,0.825548778092719,0.2676293644786933,0.32718656898700255,0.34104469274534344,0.3384340122046511,0.3052540669705808,0.37332255468334286,0.3518397767818215,0.2464418678781994,0.45852875247963193,0.5118948322433844,0.4547954034271298,0.2508889848229038,0.7744957987570474,0.8893616225810963,0.7879409955366027,0.7020381365591736,0.7943338660941155,0.8673292102503815,0.8244261894925681,0.7533180275926974,0.48997248265587073,0.5252455546318308,0.4641775281060787,0.2543984211751801,0.49027861041239,0.48883064955786043,0.4127477874641803,0.2875076655975011,0.4598569853739852,0.47466988971432816,0.4872720041819074,0.47943181330661305,0.28092225577755114,0.3607618950836366,0.31541388301467327,0.31408939920836493,0.5169493273365791,0.45992897143017397,0.44649982463083426,0.22613680588618548,0.1440985503610768,0.21495956907208028,0.23246990732225736,0.2603039012525503,0.25274253614016434,0.26667595646913733,0.2944919784231572,0.28323264631215317,0.23894075500264275,0.3147428775255535,0.28027690616289713,0.23487804221532033,0.3702939731531941,0.46501879755688263,0.4184940834447232,0.31386159413115594,0.8297892689847313,0.9258087823371303,0.8363711340164044,0.7710158949063258,0.42655006347580526,0.49723806517572294,0.4541632463528291,0.2881431179494624,0.469354509682577,0.4688517877818084,0.42526048291103213,0.21031963386133926,0.32603363446567474,0.335131805359884,0.34584762641767647,0.3500082776969277,-0.39234186966724033,-0.3063674240342261,-0.3469233717569233,-0.17749279171710544,0.380568164626506,0.4296993742711036,0.13403312339731477,0.2676870752874082,0.33387380604554545,0.4011267207599473,0.4173429343627056,-0.1087318307088953,0.4284849751581063,-0.011102975169104362
Low^BFX,0.17152486741373418,0.19296767686620994,0.18565564954274608,0.26745870708835945,0.09529348742461798,0.23682730903859178,0.1844797766262595,0.20981196775811115,0.2965160548634088,0.275127572148643,0.2528378167939239,0.17054461774123672,0.14495285090313698,0.1729119822371986,0.17397871566514148,0.19686961345013237,0.169164505516397,0.2592098877897095,0.2783636929622442,0.20152553559147657,0.17045934175442226,0.17239901808203936,0.1731356513125684,0.30331103993501607,0.1778141959804586,-0.01482375035053657,-0.005703669845669577,-0.0021437656889478373,0.0058965867498788,0.18040349474857986,0.20806675142453263,0.22328667340210961,0.23819290041396907,0.1833469201975191,0.21432260192537886,0.228331278693763,0.24386180870322982,0.840554037425003,0.880469179222563,1.0,0.8469762141292526,0.2572182948599889,0.31217601052957256,0.35242861335286574,0.3374379989030643,0.29986801862099,0.36898984204289154,0.3932029856882979,0.2749172515901724,0.4557754885652274,0.4695249453232733,0.5260491091294085,0.28147321616817716,0.7627052182866233,0.8005930370377389,0.8929620307801929,0.7273097592632557,0.7709263314468175,0.7943831305195289,0.8713609697909863,0.7509880960966664,0.4876700496538726,0.4889134250012364,0.5318816088103815,0.2845491715374531,0.4798552394926748,0.45841200292150275,0.4900535232336675,0.32026223738129744,0.4366672535208916,0.4481021404422747,0.475213912806601,0.46726032065684947,0.2846255953531077,0.3456047467732773,0.3604382097049381,0.3431708509894878,0.529286488203332,0.4499228863662521,0.49166408434114395,0.25157414467641853,0.13530141608546795,0.20546005506265297,0.23535097142723016,0.26040149618335917,0.2598170147127171,0.2702493230208946,0.3120024108783152,0.29931993054696693,0.2376422586800716,0.3089660310746144,0.3210171355851447,0.26778774134210986,0.356958602174842,0.4303856629745758,0.4677692212000809,0.3435156826345124,0.8149453053908503,0.8394697840632966,0.9277337842597301,0.7898964713663368,0.4296044721306334,0.46267027919202214,0.5230008884457643,0.3236364544521361,0.4676476737196952,0.45659062000735345,0.4827543557923761,0.24337305480132423,0.3391344328049469,0.34464681737181274,0.36750102894684467,0.36877860483526703,-0.4178222681912201,-0.3952505437398344,-0.38060382100861195,-0.24907114490775362,0.377162556184692,0.41412840557815006,0.14225737783304693,0.2998761080204043,0.3291443092375704,0.39602161447899537,0.4377722512009561,-0.1060106621224033,0.4486372825790828,-0.005533279636205267
Adj Close^BFX,0.09243556117145825,0.12147356517352624,0.11065538009856221,0.15401896621592717,0.05161735461589083,0.14330677319018265,0.10936282094916354,0.12117391867794103,0.1820180859066031,0.16552245128853565,0.14378552039256734,0.09237455995749534,0.07153051550159442,0.09674993825477955,0.09409668057691528,0.09887716735313774,0.08829951354265063,0.14993955226782024,0.1766359539947024,0.10349301922008967,0.08894967782168,0.09188181862728204,0.09305510740353594,0.19269684497191084,0.09592419261668697,-0.02833660759984309,-0.018241088506973355,-0.01820916961557698,-0.007676307708366537,0.1488952025191582,0.18958917593016902,0.19130082547843,0.21474208812533435,0.14965865072617632,0.19347937647336622,0.19477566207824168,0.21946416196159424,0.5931468453460123,0.825548778092719,0.8469762141292526,1.0,0.16562005784319875,0.2488169128191454,0.2668264149906416,0.30573820037148347,0.1667214795234152,0.35567623129300135,0.3928300614486504,0.36473768089144326,0.2591720881872835,0.5197238699518221,0.5180263822580534,0.4499888458888413,0.5158203244684582,0.7578412762855641,0.7608109399017944,0.8959493621563893,0.6032767235974125,0.7629149740582986,0.7847815901909331,0.8626369513920857,0.2958250177663298,0.5369765646327637,0.5359235552695768,0.45472006562808454,0.3812342267274127,0.4506280099860797,0.4677554492110755,0.4418276709030336,0.33728113962986067,0.3631157000506306,0.37367837327461517,0.38481201258745285,0.15922175933278027,0.3303132821155854,0.3299397032050952,0.4080436434123755,0.44775719757643134,0.5204933143785855,0.5389076769141973,0.41610505370498657,0.09823971219422116,0.16117302553551827,0.16993387351312447,0.22234864326439932,0.1609433497183804,0.18644340795142988,0.20327980914651425,0.21816933263031774,0.14213698811945072,0.30458437900338287,0.3281749542832275,0.3376046802528201,0.21075591200331392,0.44373768895624793,0.4594872756256424,0.44941953438307164,0.5995276727369014,0.8090592739436223,0.8203436620842449,0.9392608180609338,0.29145959921970027,0.5162611261879981,0.537505138131819,0.48911049220386044,0.322795370619312,0.5025599225545966,0.49745582822779405,0.40337796891556277,0.27700257300445347,0.2925527007581195,0.29759912012799267,0.3109256043189767,-0.3549585986262607,-0.43579414369047503,-0.43113988649877927,-0.3486222138048738,0.23575318842340381,0.41622475333377706,0.1640355279282516,0.4148321235306683,0.1764399520981365,0.2457209273131407,0.26177346808001245,-0.08196054847948281,0.2899766033569195,-0.009850402247255531
Open^BSESN,0.19219399454981448,0.19038073797000407,0.1885515110353835,0.2759314878078526,0.10788607977090667,0.24310935332929068,0.18620235939644278,0.2229341062719872,0.3053479056567098,0.2946202560173134,0.24360400139530447,0.18861511840387302,0.18990423139627574,0.19628204894840298,0.19469145009297475,0.27846285636469514,0.21044233219205014,0.26634583865628575,0.29920542201882494,0.22594600640232027,0.18813862433429343,0.1933433086250148,0.1924797752134611,0.2973467323671813,0.21707783343815115,0.022532678494164807,0.019212367735111948,0.022219019106374565,0.011961405063781672,0.06403519431999924,0.060589947041335614,0.07765606113722509,0.06726610734292182,0.06805279578521367,0.06531976322314242,0.08239078812931484,0.07083765202984468,0.33454693239911,0.2676293644786933,0.2572182948599889,0.16562005784319875,1.0,0.8468507730128056,0.799172104223893,0.5216426374064601,0.30274927348471925,0.24483192622359742,0.222390879442804,0.11309760305343614,0.3584733885194816,0.2536678345850405,0.23998475568032487,0.05134034942239628,0.32994985469095117,0.27880474786370946,0.2653819186516143,0.17243769800545755,0.21961958838920603,0.17851871477037917,0.1777366624427829,0.11217012886321087,0.36842744767291,0.2661129647996115,0.24795349979227568,0.05477006894569938,0.28339870723910593,0.2865145755562393,0.23292338928507103,0.10335538069696701,0.3898880587658844,0.35807312909645783,0.3730666947969123,0.29734104596251637,0.2753131870912442,0.23985210399056314,0.21213807567506257,0.15716627041488737,0.24916904848481794,0.20148743098318178,0.19752348765641792,0.048183819581751774,0.41986464384214217,0.4317993400788355,0.4120022494594372,0.35093098594647654,0.3593954050666802,0.35265930397324374,0.35576791860865264,0.29504707926474955,0.21722376864940998,0.20464514166744957,0.16691451890925815,0.10678021306016851,0.36129350714263686,0.2879197428780283,0.2588294772684981,0.14853590292130942,0.31782615011482823,0.2617874956716881,0.2503378572130097,0.17237900901081463,0.3485172639877997,0.2746029924182499,0.2549291923738427,0.07737246987608772,0.32995461988602265,0.22621074994693208,0.22401100853009145,0.033713182752644774,0.28603158977710846,0.27158518673909554,0.2744511191699846,0.2515415357456106,-0.17691722714752403,-0.09739686074587364,-0.11132271524524283,-0.014216022446930694,0.2969924960744321,0.25578167863558315,0.1006657972241495,0.1026786448137486,0.3442089038211037,0.33324211312898305,0.3526290599883625,-0.06397846436494667,0.29039032100138734,-0.02893589085088935
High^BSESN,0.1377996813502102,0.1405609778464979,0.14094107106951942,0.22021891722734363,0.061247899628982916,0.18679417674220536,0.13916736542617025,0.16269559140819878,0.23995186249133552,0.24043496886153162,0.19309737042243588,0.13470825367512518,0.14330695961450168,0.14454653956505195,0.14090052329734026,0.20443136851810634,0.16362700137110578,0.21209014164117576,0.24024672084614782,0.1830455535082318,0.13493818702563454,0.13973859198067556,0.13793157479119572,0.24811929794846416,0.1661878330706352,0.010300059401997063,0.0232626739956629,0.02414336885475095,0.03435120595532827,0.06477957536338087,0.07467191261458775,0.0869013588716504,0.0904459991189987,0.06847455427061526,0.07867709729020737,0.09154771076545137,0.09514815812353387,0.3353668547117361,0.32718656898700255,0.31217601052957256,0.2488169128191454,0.8468507730128056,1.0,0.8589345085793035,0.8028419175370392,0.2719413285041885,0.28934929971342316,0.2724495013193918,0.17815719668670804,0.30829511963720907,0.2947398527696677,0.2804001524117737,0.13026941207215456,0.3497812316900361,0.3478134674364777,0.33292536125565597,0.25755235392634357,0.22758452508699764,0.22457632782814527,0.22792843137817154,0.17192426043209158,0.3352318666855869,0.30935038970329,0.29218088204116544,0.1319944323336287,0.3408906633170563,0.3332946436015172,0.2862911017191971,0.17177603657727522,0.3752209279136087,0.39183390316535444,0.4009009091811992,0.3855017886199059,0.2512866722841494,0.27213132803553497,0.24210873761198265,0.22016371143701835,0.3185164482909841,0.2702446823583432,0.2625086689748581,0.11902074884659829,0.397603733054782,0.4561387418276273,0.43823566437739825,0.4384045384006961,0.319482741135076,0.35121673406544307,0.3562813039090475,0.34850238664193495,0.19589454574556336,0.23474100067273085,0.21493840461649982,0.16476396053446452,0.356513014278129,0.35602944447003065,0.33726472898195226,0.22746143332004531,0.34218415516623063,0.33289668694242797,0.3203792122087987,0.2549437032429458,0.30188827720390565,0.3114387946212992,0.3016039798875854,0.16280571575737054,0.3331576328051824,0.2894216093837224,0.27616170187792133,0.11780815053847801,0.2885994405611575,0.29564476491182196,0.297627094018155,0.3069354250460935,-0.22898509795894922,-0.17345479065022937,-0.17535932277390215,-0.08142721974477302,0.2625368840801591,0.28673635137576536,0.08551600461452868,0.16955115400172593,0.27002704493371343,0.3057768847512563,0.3238335421583265,-0.05577705833030854,0.3176032974808652,-0.008949767942869
Low^BSESN,0.1445561639438851,0.1612138124064164,0.1683388557456073,0.2333242961116418,0.09276952006657267,0.2015404148419028,0.16601309444810292,0.1790477998351278,0.2660715243937816,0.2586784964582705,0.21555200771980762,0.14028664578421737,0.13946931029747334,0.14885922541303612,0.14808480532001153,0.20565789308841126,0.16219329372271782,0.23068157622980762,0.2595679655194852,0.19352496628011961,0.1425261129163189,0.14771611307426996,0.14481299103001322,0.2545236156044801,0.17006554374113234,0.006018769032686147,0.016645616579558733,0.02133741626206304,0.03071764598514384,0.06681104213967887,0.07955984324464027,0.09914897605342853,0.10674632141414314,0.0715338102393264,0.08571802533625997,0.10528895012768955,0.11284664830743407,0.3628214337010029,0.34104469274534344,0.35242861335286574,0.2668264149906416,0.799172104223893,0.8589345085793035,1.0,0.8292341560389649,0.28124116836366286,0.307761287137543,0.3020713668488721,0.2016885117806554,0.32427496066519146,0.3127853674307206,0.3164474043844207,0.1461120471652386,0.37085953897875024,0.3690848481097521,0.37632384848533496,0.2834259739113963,0.23085466839451677,0.22855294511904767,0.2478572965084591,0.17941320950451226,0.35789552599508684,0.3359497418184042,0.3300780602300018,0.1496309188742388,0.3776273250549323,0.3567340277328433,0.3403238263679878,0.2146650690903061,0.3706421980587872,0.38134320916145614,0.42086604087812673,0.39995464664193114,0.26060262609243107,0.27644431120311674,0.2782060845311523,0.235250704002451,0.3529234603450976,0.3002752811726805,0.29962684439067805,0.13767736731309269,0.3655093662467359,0.43015856245001644,0.4443314424726123,0.44952237422107416,0.32345697977283816,0.3552950086172616,0.3800254899220979,0.36942863710127094,0.21240990535469723,0.24577658371937874,0.23331575170453966,0.17627902084456692,0.3625744740917681,0.36678679822698135,0.36443130117794503,0.2540381710512752,0.36298941563831577,0.35064377055416407,0.3575819622309042,0.27876704713095535,0.32159311629836834,0.33446925462756383,0.34209638369337425,0.18460805951553927,0.3623746295926271,0.3201203281462309,0.3171899813171843,0.13381027124333664,0.27978971804310393,0.28244368330243597,0.3000986794760641,0.3039301506252714,-0.2596444130907298,-0.20364253412831645,-0.19983488054571258,-0.09751434785936593,0.29139778322048526,0.3089690423127277,0.09949746178226603,0.18989404850819552,0.2914331940948403,0.3212584603610797,0.3714968690718252,-0.08652323222871854,0.35843002086282233,-0.012777995997382892
Adj Close^BSESN,0.06954386984240402,0.07691417046689682,0.07876538979595052,0.13749614712718042,0.02063775155856666,0.10027543281276882,0.07742705273150925,0.08886214464065155,0.1455686220665094,0.15172938364470304,0.1277325456214654,0.06652004516303733,0.07820392528411016,0.07504110034488434,0.07287057395511858,0.10653399086096489,0.09837152727982387,0.12956444225383923,0.15864030054324282,0.11524924821381241,0.06944563175416137,0.07205976980783228,0.06965327583143377,0.1639371784454436,0.09510857403340092,-0.0007534791979477965,0.01799980021274243,0.017879253145503288,0.03982943837985784,0.06813513923788138,0.0880092141515874,0.09855327120815896,0.112176410374267,0.07168629751530552,0.0917058691704191,0.10347623357161542,0.11734133673096184,0.27984345630060575,0.3384340122046511,0.3374379989030643,0.30573820037148347,0.5216426374064601,0.8028419175370392,0.8292341560389649,1.0,0.2057029024635801,0.3036218349450376,0.30281431970199,0.2374523903500564,0.215645893497742,0.3013693086217826,0.29042046596534205,0.1910209604753771,0.28911646435417765,0.3743691545818184,0.37141885842689104,0.3276390177875413,0.1809213934260156,0.24028848374085124,0.25264572171499095,0.21901409212986864,0.26222279273809534,0.32468266339270063,0.306730590109806,0.19277181457304302,0.37008290608928407,0.3450696988249443,0.3241583375322713,0.23824775574028487,0.2946791378698866,0.3431479955713359,0.35601728804751426,0.39942635817737304,0.2041838878282432,0.2741922796562041,0.26756626425696844,0.2695141419254409,0.35521843127161346,0.3136833481274232,0.30305853221320006,0.17376111852904247,0.28950087252564494,0.37260977836242903,0.36935100333045096,0.42984161137805293,0.2433811647780431,0.29903716254974255,0.3138975970357389,0.34334964161692594,0.1631219503288158,0.2436491645956316,0.2356997050071229,0.20220850884255923,0.28515456346994617,0.37998587553907337,0.37445248852696783,0.300751758658281,0.29065137871670477,0.3598374148348109,0.35690645726188375,0.3209384064652994,0.22686109979646668,0.3248712192297348,0.32437173202598235,0.23040651135800075,0.3004871873057629,0.3256786626252132,0.30574482574747164,0.17952973398300617,0.2527209397888583,0.2706867180595135,0.2816678627488436,0.3069244107616801,-0.26074138912906875,-0.23731023454686276,-0.23528474099307464,-0.14174548406587853,0.21722601660517088,0.30610140011391757,0.0700541598525681,0.22786142697867456,0.17530157064056184,0.23257238607000735,0.25713407589339765,-0.048215662070044144,0.27866615387379734,0.010663692898521248
Open^BVSP,0.1630877635469605,0.2641078090072097,0.25518941340717,0.3431582327733233,0.15683377263646084,0.30993543989276917,0.2558586175676745,0.31492850215808793,0.41032624746570695,0.3775138617000566,0.37577584392195623,0.15992415953336273,0.20107051614430113,0.17628490238859684,0.16769979469722526,0.2310549147197216,0.2283311378321567,0.3035927399478667,0.35204874381816365,0.2414032202161558,0.1663283776724744,0.16386402033318523,0.16471242903180436,0.37911671025342697,0.21011854826787207,0.08179760928934574,0.06410499226746427,0.0727479283620683,0.05144424413032935,0.025114545014974555,0.016466128270351398,0.023767053549699216,0.013199020679653313,0.02890557381033468,0.02021226169882402,0.02630311004590785,0.014355145564131255,0.3779649210040347,0.3052540669705808,0.29986801862099,0.1667214795234152,0.30274927348471925,0.2719413285041885,0.28124116836366286,0.2057029024635801,1.0,0.6821409296698663,0.6428791416200004,0.2291187772492913,0.5226522104180114,0.29528941678634485,0.302577099852459,-0.0037795999347653565,0.4258372371700362,0.3509982923378866,0.3455959455081173,0.18585510399510338,0.27866001026800186,0.21337544412243692,0.2241353214817542,0.10755899102607074,0.5307949456052218,0.30234146517785027,0.3019849772872541,-0.006853736109266261,0.40887099380057407,0.3696353144171751,0.33700442237364264,0.07311100667054873,0.3886028764964375,0.3357357179746274,0.34239476576282757,0.27636618195487433,0.4398124458297806,0.34530664914459275,0.2916831170446415,0.20661026393320653,0.3485698569119431,0.2291518402830537,0.23749017841610506,-0.010460260876963527,0.23365524402904492,0.2530578515809968,0.2677660218460962,0.2210831446782296,0.36124053968408276,0.31671495036314,0.3350987540345734,0.2458491565902623,0.4193821384129645,0.3488933663393953,0.28600769944861354,0.14300008510897197,0.5942790501089392,0.4005890248033503,0.3974635376013508,0.13933363986713632,0.3920556541907703,0.3165344547516926,0.3136645906706425,0.1847003241455661,0.4843240363242461,0.29609477250276595,0.29641849318212615,0.016629439409798604,0.4721144145411593,0.288563285079412,0.28414503954367765,-0.006742812430569059,0.24544076849260876,0.2121831698678305,0.21977315231946212,0.1791294424903477,-0.2836222559072396,-0.13863838727411507,-0.15469427812411432,0.01169735677779196,0.47185112143570745,0.30873151411856353,0.09976305921764828,0.06435622461701741,0.4467619616741538,0.4170569892315579,0.40417760266766783,-0.0361305245240405,0.31803783269748515,0.018122027781955895
